id,title,Carrera UGM,UGM
1,Actuación Teatral,,
2,Artes Plásticas,,
3,Diseño Teatral,,
4,Ingeniería en Sonido,,
5,Teoría de la Música,,
6,Teoría e Historia del Arte,,
7,Programa Académico Bachillerato,,
8,Arquitectura,,
9,Diseño,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
10,Geografía,,
11,Biología,,
12,Física,,
13,Matemáticas,,
14,Química,,
15,Biología mención en Medio Ambiente,,
16,Ingeniería en Biotecnología Molecular,,
17,Pedadogía en Ed. Media en Biología y Química,,
18,Pedadogía en Ed. Media en Matemática y Física,,
19,Química Ambiental,,
20,Ingeniería Agronóma,,
21,Ingeniería en Recursos Naturales Renovables,,
22,Ingeniería y Ciencias - Plan Común,,
23,Ingeniería Civil con Mención,,
24,Ingeniería Civil Mecánica,,
25,Ingeniería Civil Matemática,,
26,Ingeniería Civil Biotecnología,,
27,Ingeniería Civil Eléctrica,,
28,Ingeniería Civil Química,,
29,Ingeniería Civil de Minas,,
30,Ingeniería Civil en Computación,,
31,Geología,,
32,Licenciatura en Ciencias Mención Física,,
33,Licenciatura en Ciencias Mención Geofísica,,
34,Licenciatura en Ciencias Mención Astronomía,,
35,Ingeniería Forestal,,
36,Bioquímica,,
37,Ingeniería en Alimentos,,
38,Quimica,,
39,Química y Farmacia,,
40,Antropología -  Arquelogía,,
41,Pedagogía en Educación Parvaluria,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
42,Psicología,PSICOLOGÍA DIURNO,PSICSG1
43,Sociología,,
44,Trabajo Social,,
45,Medicina Veterinaria,,
46,Derecho,DERECHO DIURNO,DERESG1
47,Contador Auditor,,
48,Ingenieria Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
49,Ingenieria en Información y Control de Gestión,INGENIERÍA EN CONTROL DE GESTIÓN DIURNO,INCGSG1
50,Lic. en Filosofía,,
51,Lic. en Historia,,
52,Lengua y Literatura Inglesas,,
53,Lengua y Literatura Hispánicas,,
54,Pedagogía en Eduacación Básica,,
55,Enfermería,ENFERMERIA DIURNO,ENFESG1
56,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
57,Kinesiología,KINESIOLOGIA DIURNO,KINESG1
58,Medicina,,
59,Nutriciíon y Dietética,NUTRICION Y DIETETICA DIURNO,NUDISG1
60,Obstetricia y Puericultura,,
61,Tecnología Médica,,
62,Terapia Ocupacional,TERAPIA OCUPACIONAL DIURNO,TEOCSG1
63,Odontología,,
64,Administración Pública,,
65,Cine y Televisión,,
66,Periodismo,,
67,Actuación ,,
68,Agronomía,,
69,Antropología,,
70,Arquitectura,,
71,Arte,,
72,Astronomía,,
73,Biología,,
74,Biología Marina,,
75,Bioquímica,,
76,Ciencia Política,,
77,College Artes y Humanidades,,
78,College Ciencias Naturales y Matemáticas,,
79,College Ciencias Sociales,,
80,Construcción Civil,,
81,Derecho,DERECHO DIURNO,DERESG1
82,Dirección Audiovisual,,
83,Diseño,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
84,Enfermería,ENFERMERIA DIURNO,ENFESG1
85,Estadística,,
86,Filosofía,,
87,Física,,
88,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
89,Geografía,,
90,Historia,,
91,Ingeniería,,
92,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
93,Ingeniería Forestal,,
94,Kinesiología,KINESIOLOGIA DIURNO,KINESG1
95,Letras Hispánicas,,
96,Letras Inglesas,,
97,Matemáticas,,
98,Medicina,,
99,Música,,
100,Nutrición y Dietética,NUTRICION Y DIETETICA DIURNO,NUDISG1
101,Odontología,,
102,Pedagogía de Educación Media en Física,,
103,Pedagogía Educación General Básica - Villarrica,,
104,Pedagogía Educación Media en Ciencias Naturales y Biología,,
105,Pedagogía Educación Media en Matemática,,
106,Pedagogía Educación Media en Química,,
107,Pedagogía en Educación Parvularia.,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
108,Pedagogía en Educación Parvularia.,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
109,Pedagogía General Básica,,
110,Periodismo,,
111,Psicología,PSICOLOGÍA DIURNO,PSICSG1
112,Publicidad,,
113,Química,,
114,Química y Farmacia,,
115,Sociología,,
116,Teología,,
117,Trabajo Social,,
118,Enfermería,ENFERMERIA DIURNO,ENFESG1
119,Agronomía,,
120,Agronomía,,
121,Antropología,,
122,Arquitectura,,
123,Artes Visuales,,
124,Astronomia,,
125,Auditoría,,
126,Auditoría,,
127,Bachillerato en Humanidades,,
128,Bioingenieria,,
129,Biología,,
130,Biología Marina,,
131,Bioquímica,,
132,Ciencias Físicas,,
133,Ciencias Políticas y Administrativas,,
134,Derecho,DERECHO DIURNO,DERESG1
135,Derecho,DERECHO DIURNO,DERESG1
136,Educación Básica,,
137,Educación Básica,,
138,Educación Diferencial,PEDAGOGIA EN EDUCACION DIFERENCIAL DIURNO,EDDISG1
139,Educación Diferencial,PEDAGOGIA EN EDUCACION DIFERENCIAL DIURNO,EDDISG1
140,Educación Parvularia,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
141,Erfermería,ENFERMERIA DIURNO,ENFESG1
142,Enfermería,ENFERMERIA DIURNO,ENFESG1
143,Enfermería,ENFERMERIA DIURNO,ENFESG1
144,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
145,Geofísica,,
146,Geografía,,
147,Geología,,
148,Ingeniería Agroindustrial,,
149,Ingeniería Ambiental,,
150,Ingeniería Ambiental - Chillán,,
151,Ingeniería Civil,,
152,Ingeniería Civil - Primer Año Común,,
153,Ingeniería Civil Aeroespacial,,
154,Ingeniería Civil Agrícola - Chillán,,
155,Ingeniería Civil Biomédica,,
156,Ingenierá Civil Materiales,,
157,Ingeniería Civil de Minas,,
158,Ingeniería Civil Eléctrica,,
159,Ingeniería Civil Electrónica,,
160,Ingeniería Civil en Telecomunicaciones,,
161,Ingeniería Civil Industrial,,
162,Ingeniería Civil Informática,INGENIERÍA EN INFORMÁTICA DIURNO,IINFSG1
163,Ingeniería Civil Matemática,,
164,Ingeniería Civil Mecánica,,
165,Ingeniería Civil Metalúrgica,,
166,Ingeniería Civil Química,,
167,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
168,Ingeniería Comercial - Chillán,INGENIERIA COMERCIAL DIURNO,ICOMSG1
169,Ingeniería Comercial -  Los Ãngeles,INGENIERIA COMERCIAL DIURNO,ICOMSG1
170,Ingeniería en Biotecnología Marina y Acuicultura,,
171,Ingeniería en Biotecnología Vegetal,,
172,Ingeniería en Biotecnología Vegetal - Los Ãngeles,,
173,Ingeniería en Conservación de Recursos Naturales ,,
174,Ingeniería en Prevención de Riesgos  - Los Ãngeles,,
175,Ingeniería Estadística,,
176,Ingeniería Forestal,,
177,Ingeniería Geomática - Los Ãngeles,,
178,Kinesiología,KINESIOLOGIA DIURNO,KINESG1
179,Licenciatura en Historia,,
180,Licenciatura en Matemáticas,,
181,Licenciatura en Química,,
182,Medicina,,
183,Medicina Veterinaria.,,
184,Medicina Veterinaria - Chillán,,
185,Nutrición y Dietética,NUTRICION Y DIETETICA DIURNO,NUDISG1
186,Obstetricia y Puericultura,,
187,Odontología,,
188,Pedagogía en Artes Plásticas,,
189,Pedagogía en Ciencias Naturales y Biología ,,
190,Pedagogía en Ciencias Naturales y Biología - Los Ãngeles,,
191,Pedagogía en Ciencias Naturales y Física,,
192,Pedagogía en Ciencias Naturales y Química,,
193,Pedagogía en Educación Física ,PEDAGOGIA EN EDUCACION FISICA DIURNO,EDFISG1
194,Pedagogía en Educación Musical ,,
195,Pedagogía en Español,,
196,Pedagogía en Filosofía,,
197,Pedagogía en Historia y Geografía ,,
198,Pedagogía en Inglés,,
199,Pedagogía en Matemática y Computación,,
200,Pedagogía en Matemática y Educación Tecnológica - Los Ãngeles,,
201,Periodismo,,
202,Psicología,PSICOLOGÍA DIURNO,PSICSG1
203,Química y Farmacia ,,
204,Químico Analista,,
205,Sociología,,
206,Tecnología Médica,,
207,Trabajo Social,,
208,Traducción - Interpretación en Idiomas Extrajeros,,
209,Administración Pública,,
210,Arquitectura,,
211,Bachillerato en Ciencias y Humanidades ,,
212,Bioquímica y Licenciatura en Bioquímica ,,
213,Contador Público y Auditor,,
214,Contador Público y Auditor - Vespertino,,
215,Derecho,DERECHO DIURNO,DERESG1
216,Enfermería,ENFERMERIA DIURNO,ENFESG1
217,Ingeniería Ambiental,,
218,Ingeniería Civil en Electricidad,,
219,Ingeniería Civil en Geografía,,
220,Ingeniería Civil en Industrias,,
221, Ingeniería Civil en Informática ,INGENIERÍA EN INFORMÁTICA DIURNO,IINFSG1
222,Ingeniería Civil en Mecánica,,
223,Ingeniería Civil en Metalurgia,,
224,Ingeniería Civil en Minas,,
225,Ingeniería Civil en Obras Civiles ,,
226,Ingeniería Civil en Química,,
227,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
228,Ingeniería de Alimentos,,
229,Ingeniería de Ejecución en Climatización,,
230,Ingeniería de Ejecución en Computación e Informática,,
231,Ingeniería de Ejecución en Electricidad,,
232,Ingeniería de Ejecución en Geomensura,,
233,Ingeniería de Ejecución en Industria,,
234,Ingeniería de Ejecución en Mecánica,,
235,Ingeniería de Ejecución en Metalurgia,,
236,Ingeniería de Ejecución en Minas,,
237,Ingeniería de Ejecución en Química ,,
238,Ingeniería en Agronegocios,,
239,Ingeniería en Biotecnología ,,
240,Ingeniería Estadística,,
241,Ingeniería Física ,,
242,Ingeniería Matemática,,
243,Kinesiología,KINESIOLOGIA DIURNO,KINESG1
244,Licenciatura en Ciencias de la Actividad Física / Terapeuta en Actividad Física,PEDAGOGIA EN EDUCACION FISICA DIURNO,EDFISG1
245,Licenciatura en Ciencias de la Actividad Física /Entrenador Deportivo,PEDAGOGIA EN EDUCACION FISICA DIURNO,EDFISG1
246,Licenciatura en Ciencias de la Computación,,
247,Licenciatura en Estudios Internacionales,,
248,Licenciatura en Historia ,,
249,Licenciatura en LingÃ¼ística Aplicada a la Traducción en Inglés - Japonés e Inglés - Portugués,,
250,Medicina,,
251,Obstetricia y Puericultura,,
252,Pedagogía en Castellano / Licenciatura en Educación en Castellano,,
253,Pedagogía en Educación Física / Licenciatura en Ciencias de la Actividad Física,PEDAGOGIA EN EDUCACION FISICA DIURNO,EDFISG1
254,Pedagogía en Educación General Básica / Licenciatura en Educación General Básica ,,
255,Pedagogía en Filosofía / Licenciatura en Educación en Filosofía,,
256,Pedagogía en Física y Matemática / Licenciatura en Educación en Física y Matemática ,,
257,Pedagogía en Historia y Ciencias Sociales / Licenciatura en Educación en Historia y Ciencias Sociales,,
258,Pedagogía en Inglés / Licenciatura en Educación en Inglés,,
259,Pedagogía en Matemática y Computación / Licenciatura en Educación en Matemática y Computación ,,
260,Pedagogía en Química y Biología ,,
261,Periodismo,,
262,Psicología,PSICOLOGÍA DIURNO,PSICSG1
263,Publicidad,,
264,Química y Farmacia,,
265,Química y Licenciatura en Química,,
266,Técnico Universitario en Análisis Químico y Físico,,
267,Técnico Universitario en Análisis Químico y Físico - Vespertino,,
268,Tecnólogo en Administración de Personal,,
269,Tecnólogo en Alimentos ,,
270,Tecnólogo en Automatización Industrial ,,
271,Tecnólogo en Construcciones ,,
272,Tecnólogo en Control Industrial ,,
273,Tecnólogo en Diseño Industrial,,
274,Tecnólogo en Mantenimiento Industrial,,
275,Tecnólogo en Telecomunicaciones,,
276,Terapia Ocupacional,TERAPIA OCUPACIONAL DIURNO,TEOCSG1
277,Construcción Civil,,
278,Ingeniería Civil,,
279,Ingeniería Civil Ambiental,,
280,Ingeniería Civil de Minas,,
281,Ingeniería Civil de Minas,,
282,Ingeniería Civil Eléctrica,,
283,Ingeniería Civil Eléctrica,,
284,Ingeniería Civil Electrónica ,,
285,Ingeniería Civil Industrial ,,
286,Ingeniería Civil Industrial ,,
287,Ingeniería Civil Informática ,INGENIERÍA EN INFORMÁTICA DIURNO,IINFSG1
288,Ingeniería Civil Informática ,INGENIERÍA EN INFORMÁTICA DIURNO,IINFSG1
289,Ingeniería Civil Matemática,,
290,Ingeniería Civil Matemática,,
291,Ingeniería Civil Mecánica,,
292,Ingeniería Civil Mecánica,,
293,Ingeniería Civil Metalúrgica,,
294,Ingeniería Civil Plan Común ,,
295,Ingeniería Civil Plan Común ,,
296,Ingeniería Civil Química,,
297,Ingeniería Civil Química,,
298,Ingeniería Civil Telemática,,
299,Ingeniería Comercial ,INGENIERIA COMERCIAL DIURNO,ICOMSG1
300,Ingeniería Comercial ,INGENIERIA COMERCIAL DIURNO,ICOMSG1
301,Ingeniería de Ejecución en Mecánica de Procesos y Mantenimiento Industrial ,,
302,Ingeniería de Ejecución en Mecánica de Procesos y Mantenimiento Industrial ,,
303,Ingeniería en Aviación Comercial,,
304,Ingeniería en Diseño de Productos,,
305,Arquitectura,,
306,Ingeniería en Fabricación y Diseño Industrial,,
307,Ingeniería en Prevención de Riesgos Laborales y Ambientales ,,
308,Ingeniería en Prevención de Riesgos Laborales y Ambientales ,,
309,Licenciatura en Ciencias mención Física,,
310,Técnico Universitario en Electricidad ,,
311,Técnico Universitario en Electricidad ,,
312,Agronomía,,
313,Arquitectura,,
314,Bachillerato en Ciencias,,
315,Bioquímica,,
316,Contador Auditor,,
317,Derecho,DERECHO DIURNO,DERESG1
318,Diseño Gráfico,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
319,Diseño Industrial,,
320,Educación Básica,,
321,Educación Especial - Diferencial,PEDAGOGIA EN EDUCACION DIFERENCIAL DIURNO,EDDISG1
322,Educación Física,PEDAGOGIA EN EDUCACION FISICA DIURNO,EDFISG1
323,Educación Parvularia,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
324,Estadística,,
325,Geografía,,
326,Ingeniería Civil,,
327,Ingeniería Civil Bioquímica,,
328,Ingeniería Civil Eleéctrica,,
329,Ingeniería Civil Electrónica,,
330,Ingeniería civila Metalúrgica Extractiva,,
331,Ingeniería Civil Industrial,,
332,Ingeniería Civil Informática,INGENIERÍA EN INFORMÁTICA DIURNO,IINFSG1
333,Ingeniería Civil Mecánica,,
334,Ingeniería Civil Química,,
335,Ingerniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
336,Ingeniería de Alimentos,,
337,Ingeniería de Ejecución en Bioprocesos ,,
338,Ingeniería de Ejecución en Informática,,
339,Ingeniería Eléctrica,,
340,Ingeniería Electrónica,,
341,Ingeniería en Construcción ,,
342,Ingeniería Mecánica,,
343,Interpretación Inglés Español,,
344,Interpretación Musical con mención en Instrumento Principal ,,
345,Kinesiología ,KINESIOLOGIA DIURNO,KINESG1
346,Licenciatura en Arte,,
347,Licenciatura en Biología,,
348,Licenciatura en Ciencias y Artes Musicales,,
349,Licenciatura en Filosofía,,
350,Licenciatura en Física,,
351,Licentura en Historía con mención en Ciencia Política,,
352,Licenciatura en Matemáticas,,
353,Oceanografía,,
354,Pedagogía de Biologíoa y Ciencias Naturales,,
355,Pedagogía en Castellano y Comunicación,,
356,Pedagogía en Filosofía,,
357,Pedagogía en Física,,
358,Pedagogía en Historia,,
359,Pedagogía en Inglés,,
360,Pedagogía en Matemáticas,,
361,Pedagogía en Música,,
362,Pedagogía en Química y Ciencias Naturales,,
363,Periodismo,,
364,Psicología,PSICOLOGÍA DIURNO,PSICSG1
365,Química Industrial,,
366,Tecnología Médica con Mención en Oftalmología y Contactología,,
367,Trabajo Social,,
368,Traducción Inglés Español,,
369,Administración Empresas de Turismo,,
370,Agronomía ,,
371,Antropología,,
372,Arquitectura,,
373,Auditoría,,
374,Bachillerato en Ciencias de la Ingeniería ,,
375,Bachillerato en Ciencias de la Ingeniería ,,
376,Bachillerato en Ciencias y Recursos Naturales,,
377,Biología Marina,,
378,Bioquímica ,,
379,Derecho,DERECHO DIURNO,DERESG1
380,Enfermería ,ENFERMERIA DIURNO,ENFESG1
381,Enfermería ,ENFERMERIA DIURNO,ENFESG1
382,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
383,Geografía,,
384,Geología ,,
385,Ingeniería Civil Acústica ,,
386,Ingeniería Civil Electrónica,,
387,Ingeniería Civil en Informática ,INGENIERÍA EN INFORMÁTICA DIURNO,IINFSG1
388,Ingeniería Civil en Obras Civiles ,,
389,Ingeniería Civil Industrial ,,
390,Ingeniería Civil Industrial ,,
391,Ingeniería Civil Mecánica,,
392,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
393,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
394,Ingeniería en Alimentos ,,
395,Ingeniería en Conservación de Recursos Naturales - Ingeniería Forestal ,,
396,Ingeniería en Construcción ,,
397,Ingeniería en Información y Control de Gestión,INGENIERÍA EN CONTROL DE GESTIÓN DIURNO,INCGSG1
398,Ingeniería Naval ,,
399,Kinesiología,KINESIOLOGIA DIURNO,KINESG1
400,Licenciatura en Artes Visuales,,
401,Licenciatura en Ciencias ,,
402,Medicina ,,
403,Medicina Veterinaria,,
404,Obstetricia y Puericultura ,,
405,Odontología,,
406,Pedagogía en Comunicación en Lengua Inglesa,,
407,Pedagogía en Educación Básica ,,
408,Pedagogía en Educación Básica ,,
409,Pedagogía en Educación Diferencial,PEDAGOGIA EN EDUCACION DIFERENCIAL DIURNO,EDDISG1
410,Pedagogía en Educación Física,PEDAGOGIA EN EDUCACION FISICA DIURNO,EDFISG1
411,Pedagogía en Historia y Ciencias Sociales,,
412,Pedagogía en Lenguaje y Comunicación,,
413,Pedagogía en Matemáticas ,,
414,Periodismo ,,
415,Psicología ,PSICOLOGÍA DIURNO,PSICSG1
416,Psicología Puerto Montt,PSICOLOGÍA DIURNO,PSICSG1
417,Química y Farmacia,,
418,Tecnología Médica ,,
419,Tecnología Médica Puerto Montt,,
420,Terapia Ocupacional ,TERAPIA OCUPACIONAL DIURNO,TEOCSG1
421,Arquitectura,,
422,Artes Visuales,,
423,Bachillerato en Ciencias Sociales y Humanidades,,
424,Ciencia Política,,
425,Contador Auditor - Contador Público,,
426,Contador Auditor - Contador Público,,
427,Derecho,DERECHO DIURNO,DERESG1
428,Diseño,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
429,Enfermería ,ENFERMERIA DIURNO,ENFESG1
430,Ingeniería Civil en Informática y Telecomunicaciones,INGENIERÍA EN INFORMÁTICA DIURNO,IINFSG1
431,Ingeniería Civil en Obras Civiles ,,
432,Ingeniería Civil Industrial,,
433,Ingeniería Civil Plan Común ,,
434,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
435,Ingeniería en Administración de Empresas (V),,
436,Ingeniería en Control de Gestión,INGENIERÍA EN CONTROL DE GESTIÓN DIURNO,INCGSG1
437,Ingeniería en Industria y Logística (V),,
438,Ingeniería en Informática y Gestión (v),INGENIERÍA EN INFORMÁTICA DIURNO,IINFSG1
439,Kinesiología,KINESIOLOGIA DIURNO,KINESG1
440,Licenciatura en Historia ,,
441,Literatura Creativa,,
442,Medicina,,
443,Obstetricia y Neonatología,,
444,Odontología,,
445,Pedagogía en Educación Diferencial con mención en Desarrollo Cognitivo,PEDAGOGIA EN EDUCACION DIFERENCIAL DIURNO,EDDISG1
446,Pedagogía en Educación General Básica,,
447,Pedagogía en Educación Parvularia,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
448,Pedagogía en Inglés,,
449,Pedagogía Media en Historia y Ciencias Sociales,,
450,Pedagogía Media en Lengua Castellana y Comunicación,,
451,Periodismo,,
452,Psicología,PSICOLOGÍA DIURNO,PSICSG1
453,Publicidad,,
454,Sociología,,
455,Tecnología Médica,,
456,Administración Pública,,
457,Agronomía,,
458,Arquitectura,,
459,Auditoría e Ingeniería en control de Gestión - Santiago,INGENIERÍA EN CONTROL DE GESTIÓN DIURNO,INCGSG1
460,Auditoría e Ingeniería en control de Gestión - Talca,INGENIERÍA EN CONTROL DE GESTIÓN DIURNO,INCGSG1
461,Contador Público y Auditor,,
462,Derecho - Santiago,DERECHO DIURNO,DERESG1
463,Derecho - Talca,DERECHO DIURNO,DERESG1
464,Diseño,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
465,Enfermería ,ENFERMERIA DIURNO,ENFESG1
466,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
467,Ingeniería Civil de Minas,,
468,Ingeniería Civil Eléctrica,,
469,Ingeniería Civil en Bioinformática,,
470,Ingeniería Civil en Computación,,
471,Ingeniería Civil en Mecatrónica,,
472,Ingeniería Civil en Obras Civiles ,,
473,Ingeniería Civil Industrial,,
474,Ingeniería Civil Mecánica,,
475,Ingeniería Comercial - Santiago,INGENIERIA COMERCIAL DIURNO,ICOMSG1
476,Ingeniería Comercial - Talca,INGENIERIA COMERCIAL DIURNO,ICOMSG1
477,Ingeniería en Desarrollo de Videojuegos y Realidad Virtual,,
478,Ingeniería en Informática Empresarial,INGENIERÍA EN INFORMÁTICA DIURNO,IINFSG1
479,Interpretación y Docencia Musical,,
480,Kinesiología,KINESIOLOGIA DIURNO,KINESG1
481,Medicina,,
482,Nutrición y Dietética,NUTRICION Y DIETETICA DIURNO,NUDISG1
483,Odontología,,
484,Pedagogía de Educación Media en Inglés,,
485,Pedagogía en Educación General Básica con mención en Alemán,,
486,Pedagogía en Educación Media en Alemán,,
487,Pedagogía en Educación Media en Matemáticas,,
488,Pedagogía en Educación Parvularia con mención en Alemán,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
489,Pedagogía en Educación Parvularia con mención Inglés,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
490,Psicología,PSICOLOGÍA DIURNO,PSICSG1
491,Tecnología Médica,,
492,Derecho,DERECHO DIURNO,DERESG1
493,Derecho,DERECHO DIURNO,DERESG1
494,Diseño,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
495,Ingeniería Civil,,
503,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
504,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
507,Periodismo,,
508,Periodismo,,
509,Psicología,PSICOLOGÍA DIURNO,PSICSG1
510,Psicología,PSICOLOGÍA DIURNO,PSICSG1
511,Agronomía,,
512,Bachillerato en Ciencias Sociales,,
513,Bioquímica,,
514,Biotecnología,,
515,Contador Público y Auditor,,
516,Derecho,DERECHO DIURNO,DERESG1
517,Enfermería ,ENFERMERIA DIURNO,ENFESG1
518,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
519,Ingeniería Civil,,
520,Ingeniería Civil Ambiental,,
521,Ingeniería Civil Eléctrica,,
522,Ingeniería Civil Electrónica,,
523,Ingeniería Biotecnología,,
524,Ingeniería Civil Física,,
525,Ingeniería Civil Industrial mención Bioprocesos,,
526,Ingeniería Civil Industrial mención Informática,,
527,Ingeniería Civil Industrial mención Mecánica,,
528,Ingeniería Civil Informática,INGENIERÍA EN INFORMÁTICA DIURNO,IINFSG1
529,Ingeniería Civil Matemática,,
530,Ingeniería Civil Mecánica,,
531,Ingeniería Civil Química,,
532,Ingeniería Civil Telemático,,
533,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
534,Ingeniería en Construcción ,,
535,Ingeniería en Recursos Naturales,,
536,Ingeniería Informática,,
537,Kinesioloogía,KINESIOLOGIA DIURNO,KINESG1
538,Medicina,,
539,Nutrición y Dietética,NUTRICION Y DIETETICA DIURNO,NUDISG1
540,Obstetricia y Puericultura,,
541,Odontología,,
542,Pedagogía en Castellano y Comunicación,,
543,Pedagogía en Ciencias mención Biología,,
544,Pedagogía en Educación Física,PEDAGOGIA EN EDUCACION FISICA DIURNO,EDFISG1
545,Pedagogía en Historia,,
546,Pedagogía en Inglés,,
547,Pedagogía en Matemática,,
548,Periodismo,,
549,Plan Común Ingeniería Civil,,
550,Psicología,PSICOLOGÍA DIURNO,PSICSG1
551,Química y Farmacia,,
552,Sociología,,
553,Tecnología Médica,,
554,Terapia Ocupacional ,TERAPIA OCUPACIONAL DIURNO,TEOCSG1
555,Trabajo Social,,
556,Administración Hotelera y Gastronómica,,
557,Administración Pública,,
558,Administración Pública - Santiago,,
559,Arquitectura,,
560,Auditoría,,
561,Auditoría - Vespertino,,
562,Auditoría - Santiago,,
563,Biología Marina,,
564,Cine,,
565,Derecho,DERECHO DIURNO,DERESG1
566,Diseño,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
567,Educación Parvularia,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
568,Enfermería ,ENFERMERIA DIURNO,ENFESG1
569,Enfermería - San Felipe,ENFERMERIA DIURNO,ENFESG1
570,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
571,Fonoaudiología - San Felipe,FONOAUDIOLOGIA DIURNO,FONOSG1
572,Gestión en Turismo y Cultura,,
573,Ingeniería Ambiental,,
574,Ingeniería Civil,,
575,Ingeniería Civil Biomédica,,
576,Ingeniería Civil Industrial,,
577,Ingeniería Civil Industrial - Santiago,,
578,Ingeniería Civil Informática,INGENIERÍA EN INFORMÁTICA DIURNO,IINFSG1
579,Ingeniería Civil Oceánica,,
580,Ingeniería Civil Oceánica,,
581,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
582,Ingeniería Comercial - Santiago,INGENIERIA COMERCIAL DIURNO,ICOMSG1
583,Ingeniería en Construcción ,,
584,Ingeniería en Estadística,,
585,Ingeniería en Información y Control de Gestión,INGENIERÍA EN CONTROL DE GESTIÓN DIURNO,INCGSG1
586,Ingeniería en Negocios Internacionales,,
587,Ingeniería en Negocios Internacionales - Santiago,,
588,Kinesiología,KINESIOLOGIA DIURNO,KINESG1
589,Licenciatura en Ciencias ,,
590,Licenciatura en Física (Menciones),,
591,Matemáticas,,
592,Medicina,,
593,Medicina - San Felipe,,
594,Pedagogía en Música,,
595,Nutrición y Dietética,NUTRICION Y DIETETICA DIURNO,NUDISG1
596,Obstetricia y Puericultura,,
597,Obstetricia y Puericultura - San Felipe,,
598,Odontología,,
599,Pedagogía en Filosofía,,
600,Pedagogía en Historia y Ciencias Sociales,,
601,Psicología,PSICOLOGÍA DIURNO,PSICSG1
602,Química y Farmacia,,
603,Sociología,,
604,Teatro,,
605,Tecnología Médica,,
606,Tecnología Médica - San Felipe,,
607,Trabajo Social,,
608,Administración de Servicios,,
609,Bachillerato de Obstetricia y Puericultura,,
610,Bachillerato en Administración de Servicios,,
611,Bachillerato en Derecho,DERECHO DIURNO,DERESG1
612,Bachillerato en Enfermería,ENFERMERIA DIURNO,ENFESG1
613,Bachillerato en Humanidades,,
614,Bachillerato en Ingeniería Civíl,,
615,Bachillerato en Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
616,Bachillerato en Medicina,,
617,Bachillerato en Odontología,,
618,Bachillerato en Psicología  ,PSICOLOGÍA DIURNO,PSICSG1
619,Bachillerato Salud,,
620,Comunicación Audiovisual,,
621,Derecho,DERECHO DIURNO,DERESG1
622,Educación de Párvulos,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
623,Enfermería,ENFERMERIA DIURNO,ENFESG1
624,Filosofía,,
625,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
626,Historia,,
627,Ingeniería Civil,,
628,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
629,Kinesiología,KINESIOLOGIA DIURNO,KINESG1
630,Literatura,,
631,Medicina,,
632,Nutrición y Dietética,NUTRICION Y DIETETICA DIURNO,NUDISG1
633,Obstetricia y Puericultura,,
634,Odontología,,
